,Total Activated Balancing Energy UP (MWh),Total Activated Balancing Energy Down (MWh),Total Activated Balancing Energy (MWh),Imbalance Price  (€/MWh),mFRR Price UP (€/MWh),mFRR Price Down (€/MWh),Uplift Account 1 (€/MWh),Uplift Account 2 (€/MWh),Uplift Account 3 (€/MWh),RES,Load,Mandatory Hydro,Total FRR,Day_ahead_price,Day_ahead_Balancing_diff,Diff_direction,Date
2021-10-20 03:00:00,63.716805,113.750225,-50.03342,88.9024999825,0.0,88.9025,4.8999831125,0.9330520275,9.25115392,1270.0,4171.0,13.0,924.0,172.69,83.7875000175,1,2021-10-20 03:00:00
2021-10-20 04:00:00,71.13426749999999,145.5262475,-74.39198,79.2199999625,0.0,79.22,5.21532564,1.4049265925,11.847330937499999,1270.0,4435.0,26.0,1099.0,163.32,84.1000000375,1,2021-10-20 04:00:00
2021-10-20 05:00:00,85.40187250000001,123.02399750000001,-37.622125,78.8134135375,0.0,79.22,6.2405492275,3.4182155525,12.943616882499999,1280.0,4944.5,26.0,1514.0,172.7,93.88658646249999,1,2021-10-20 05:00:00
2021-10-20 06:00:00,79.5039275,104.763815,-25.259887499999998,122.4324292775,207.1375,83.22,7.369115795,6.780958785,15.0642182275,1350.0,5406.5,45.5,1839.0,206.61,84.17757072250001,1,2021-10-20 06:00:00
2021-10-20 07:00:00,97.53966,97.6297725,-0.0901125000000001,259.9299233525,237.25,97.4125,8.99493288,10.218964345,20.08295954,1770.0,5842.0,65.0,1819.0,245.02,-14.909923352499987,0,2021-10-20 07:00:00
2021-10-20 08:00:00,100.15134750000001,75.13104249999999,25.020305,334.1100988,331.275,135.51,8.801441279999999,8.36081177,20.123245935,2305.0,6094.5,48.5,1799.0,300.0,-34.1100988,0,2021-10-20 08:00:00
2021-10-20 09:00:00,79.7399425,95.2865175,-15.546575000000002,165.006945025,302.0675,133.8,6.638889229999999,4.1732071575,12.423083585,2700.0,6177.0,32.0,1744.0,313.0,147.993054975,1,2021-10-20 09:00:00
2021-10-20 10:00:00,38.487035,67.70781000000001,-29.220775000000003,124.81153605,61.9925,132.15999999999997,5.3722811425,3.9421444374999997,2.05569977,2900.0,6197.5,31.0,1644.0,255.07,130.25846395,1,2021-10-20 10:00:00
2021-10-20 11:00:00,36.3264,59.310675,-22.984275,122.464052525,38.75,132.83999999999997,4.837536145,3.21481115,1.4657814775,2910.0,6176.5,28.0,1594.0,215.22,92.755947475,1,2021-10-20 11:00:00
2021-10-20 12:00:00,22.4551725,52.691517499999996,-30.236345,118.71588375,114.265,133.87,4.6294732849999995,2.8633415575,1.1137517175,2810.0,6038.0,26.0,1579.0,196.98,78.26411624999999,1,2021-10-20 12:00:00
2021-10-20 13:00:00,25.5984425,89.98245,-64.38400750000001,120.53250575,0.0,132.01999999999998,4.8734117475000005,3.190738145,1.0129552899999998,2565.0,5811.0,45.0,1609.0,184.99,64.45749425000001,1,2021-10-20 13:00:00
2021-10-20 14:00:00,45.236185,142.81578249999998,-97.5795975,112.60386757,0.0,116.30999999999999,4.96574296,2.7430700175,3.0144381675,2210.0,5635.0,68.5,1659.0,184.99,72.38613243,1,2021-10-20 14:00:00
2021-10-20 15:00:00,81.27505000000001,186.51748500000002,-105.242435,94.860465815,127.42500000000001,96.405,5.546840225,5.226373605,10.2335182125,1635.0,5579.0,80.0,1744.0,188.37,93.509534185,1,2021-10-20 15:00:00
2021-10-20 16:00:00,63.4028275,150.67013749999998,-87.26731000000001,77.582423675,67.4675,78.105,6.819939365,8.49847275,5.445166572500001,1035.0,5675.0,62.5,1854.0,207.34,129.757576325,1,2021-10-20 16:00:00
2021-10-20 17:00:00,90.6918,125.8360625,-35.1442625,168.965481625,108.9975,138.36749999999998,7.6369234975,9.733026214999999,4.474053665,745.0,6061.0,285.0,1954.0,249.87,80.90451837500001,1,2021-10-20 17:00:00
2021-10-20 18:00:00,107.24993500000001,103.498555,3.75138,233.26414192500002,335.58750000000003,144.195,8.2392490875,13.5529338025,11.30687595,705.0,6405.5,502.0,1979.0,283.52,50.25585807499996,1,2021-10-20 18:00:00
2021-10-20 19:00:00,79.3238725,77.96017,1.3637024999999987,179.58643080000002,334.1975,149.44,8.4233486225,14.3935407,7.055456394999999,685.0,6303.0,384.0,1964.0,313.31,133.7235692,1,2021-10-20 19:00:00
2021-10-20 20:00:00,85.7920475,67.812935,17.9791125,213.44346869999998,264.7625,172.73,8.1562469725,7.52582461,4.2576138975,650.0,5736.0,236.0,1819.0,322.42,108.97653130000003,1,2021-10-20 20:00:00
2021-10-20 21:00:00,73.3045275,55.28246,18.0220675,250.62009577499998,198.025,101.47749999999999,7.726632632499999,4.6096617625,2.5842739425,600.0,5302.5,101.0,1724.0,293.53,42.90990422499999,1,2021-10-20 21:00:00
2021-10-20 22:00:00,61.6228675,27.341792499999997,34.281075,285.35255035,314.7,167.645,7.91806772,5.2897519125,-1.0561111925,560.0,4942.5,13.0,1669.0,230.73,-54.62255035000001,0,2021-10-20 22:00:00
2021-10-20 23:00:00,51.24538,45.053985000000004,6.191395,189.68988955,241.6725,138.55,6.668656627500001,2.9312046525,2.18360574,535.0,4465.0,0.0,1214.0,227.89,38.20011044999998,1,2021-10-20 23:00:00
2021-10-21 00:00:00,40.36958,36.6219475,3.7476325,241.454999875,289.4275,72.09,6.9298946875,0.906278345,5.4019020325,510.0,4170.5,0.0,874.0,197.03,-44.424999875,0,2021-10-21 00:00:00
2021-10-21 01:00:00,29.898972500000003,35.156760000000006,-5.2577875,136.33436865,0.0,129.0425,5.9233649375,0.8539003774999999,2.149291125,485.0,4108.5,0.0,874.0,188.87,52.53563135000002,1,2021-10-21 01:00:00
2021-10-21 02:00:00,30.6205925,49.79818250000001,-19.17759,110.61507469,0.0,118.09,5.411934805,0.8427726725,3.0721747075,465.0,4062.0,0.0,879.0,179.97,69.35492531,1,2021-10-21 02:00:00
2021-10-21 03:00:00,36.999605,55.05731250000001,-18.0577075,99.5685109525,0.0,99.675,5.06677474,0.7571332325,3.2590408624999996,445.0,4093.0,13.0,904.0,175.5,75.9314890475,1,2021-10-21 03:00:00
2021-10-21 04:00:00,51.436417500000005,65.0941825,-13.657765,107.152031165,0.0,107.47,5.54182082,0.9215809675,4.700424855,425.0,4390.0,26.0,1084.0,172.0,64.847968835,1,2021-10-21 04:00:00
2021-10-21 05:00:00,59.98911,55.167235,4.8218749999999995,149.13727615,43.73,98.2,6.3330414699999995,2.5584414449999997,3.0138385349999997,405.0,4912.5,26.0,1504.0,175.5,26.36272385000001,1,2021-10-21 05:00:00
2021-10-21 06:00:00,118.74913749999999,59.362682500000005,59.386455,283.517175,280.985,86.5175,8.451010732499999,6.4171786775,9.062100905,465.0,5401.5,45.5,1829.0,182.22,-101.29717500000001,0,2021-10-21 06:00:00
2021-10-21 07:00:00,114.38797249999999,62.85284,51.5351325,362.207499925,362.2075,105.91,9.697292602500001,7.9198701375,10.556791465,935.0,5790.0,65.0,1809.0,241.35,-120.85749992499998,0,2021-10-21 07:00:00
2021-10-21 08:00:00,87.00721999999999,76.084675,10.922545,291.15238815,352.28249999999997,135.37,8.204622185,8.314689940000001,9.650203765,1565.0,5991.5,41.5,1789.0,290.47,-0.6823881499999516,1,2021-10-21 08:00:00
2021-10-21 09:00:00,68.8920425,60.9396825,7.9523600000000005,269.30938885,313.3125,135.37,7.000454339999999,4.7636397875,6.405445585,2105.0,6088.5,18.0,1739.0,296.03,26.720611149999968,1,2021-10-21 09:00:00
2021-10-21 10:00:00,44.154270000000004,64.46214499999999,-20.307874999999996,237.36652425,360.0,134.57,6.032792709999999,3.56766307,4.912003019999999,2480.0,6158.0,17.0,1634.0,244.99,7.623475750000011,1,2021-10-21 10:00:00
2021-10-21 11:00:00,43.6784175,37.9612125,5.717205,139.72542385,323.5625,132.96999999999997,4.25278096,2.96497218,3.9369406874999995,2700.0,6155.5,21.0,1589.0,210.23,70.50457614999999,1,2021-10-21 11:00:00
2021-10-21 12:00:00,51.388232499999994,57.11441,-5.7261774999999995,124.79467866499999,214.25,126.435,3.7925615749999997,1.9712707000000003,3.179775955,2795.0,5986.5,26.0,1574.0,173.08,48.28532133500002,1,2021-10-21 12:00:00
2021-10-21 13:00:00,32.97673,89.9861075,-57.0093775,70.0675619125,107.125,77.1225,2.9979640075,2.336457995,2.8217405025,2720.0,5755.0,26.0,1604.0,157.45,87.38243808749999,1,2021-10-21 13:00:00
2021-10-21 14:00:00,31.9114425,102.8602525,-70.94881000000001,79.47022724749999,0.0,82.08,3.6352761425000004,2.31184678,2.3113236600000002,2465.0,5532.0,30.5,1659.0,131.91,52.439772752500005,1,2021-10-21 14:00:00
2021-10-21 15:00:00,74.593105,139.1568175,-64.56371250000001,108.8156973975,124.3075,111.95500000000001,4.75438089,3.46474797,6.50852843,1940.0,5536.0,35.0,1749.0,153.25,44.4343026025,1,2021-10-21 15:00:00
2021-10-21 16:00:00,96.557365,107.4496125,-10.8922475,153.0195999,133.0725,99.17500000000001,6.651294732499999,5.6867864475,9.005332057499999,1390.0,5704.0,17.5,1859.0,176.33,23.31040010000001,1,2021-10-21 16:00:00
2021-10-21 17:00:00,86.33205000000001,77.25003749999999,9.082012500000001,194.08671743000002,204.8675,105.29249999999999,7.6415618375,8.2920707875,7.0116145775000005,1195.0,6054.5,272.5,1964.0,219.41,25.323282569999975,1,2021-10-21 17:00:00
2021-10-21 18:00:00,69.4269825,69.4918675,-0.0648850000000003,208.42180082500002,181.6875,128.9375,8.3422805125,11.4341297575,7.4269818875,1235.0,6332.0,539.5,1984.0,248.08,39.65819917499999,1,2021-10-21 18:00:00
2021-10-21 19:00:00,78.5598525,104.54413,-25.9842775,155.826163925,99.72749999999999,102.0275,8.2035462775,10.7298496325,10.534970399999999,1245.0,6198.5,445.0,1969.0,292.06,136.233836075,1,2021-10-21 19:00:00
2021-10-21 20:00:00,57.582727500000004,65.124695,-7.5419675,188.00540755,178.725,102.2775,7.3114738675,4.632355205,5.489847725,1225.0,5603.5,248.5,1829.0,306.78,118.77459244999997,1,2021-10-21 20:00:00
2021-10-21 21:00:00,68.60243750000001,83.62967,-15.0272325,156.1940548975,115.93,127.47999999999999,6.9273700075,3.9272416975,6.5297646325,1205.0,5178.5,83.5,1734.0,250.0,93.8059451025,1,2021-10-21 21:00:00
2021-10-21 22:00:00,44.0436975,66.5679575,-22.52426,117.127428415,222.05249999999998,134.635,6.200610577499999,4.5793660975,5.35808002,1170.0,4804.0,13.0,1669.0,218.0,100.872571585,1,2021-10-21 22:00:00
2021-10-21 23:00:00,23.9791975,61.221585,-37.24238749999999,87.2148032,55.75,99.9375,5.58808969,2.9686260225,3.052116705,1130.0,4433.0,0.0,1229.0,213.15,125.9351968,1,2021-10-21 23:00:00
2021-10-22 00:00:00,21.154275,76.34007249999999,-55.1857975,134.07705504999998,53.59,135.615,6.1873752025,1.076088615,1.2253669125,1090.0,4275.0,0.0,889.0,193.88,59.80294495000001,1,2021-10-22 00:00:00
2021-10-22 01:00:00,36.2548075,110.9997775,-74.74497,131.86211035,0.0,132.01,5.8183372349999996,0.846124365,1.5152736349999998,1035.0,4206.0,0.0,899.0,191.97,60.107889650000004,1,2021-10-22 01:00:00
2021-10-22 02:00:00,50.068995,123.1459575,-73.07696250000001,131.84374515,0.0,131.95,5.5171628525,0.81439075,2.109688595,960.0,4146.5,0.0,894.0,172.2,40.35625485,1,2021-10-22 02:00:00
2021-10-22 03:00:00,34.1706475,88.64588,-54.4752325,131.89553172499998,0.0,132.01,5.489838840000001,0.8148921800000001,1.2806620999999998,880.0,4149.0,13.0,909.0,172.2,40.304468275000005,1,2021-10-22 03:00:00
2021-10-22 04:00:00,45.703575,86.099275,-40.3957,130.128363575,0.0,130.35999999999999,5.675846685000001,1.0850053425,3.0067843825000002,800.0,4423.5,26.0,1074.0,172.2,42.07163642499998,1,2021-10-22 04:00:00
2021-10-22 05:00:00,53.19532,81.61192750000001,-28.4166075,151.775882875,92.465,131.215,6.5157378325,4.4679253,3.4516736525,725.0,4959.5,26.0,1514.0,176.0,24.224117124999992,1,2021-10-22 05:00:00
2021-10-22 06:00:00,40.76471,47.4095325,-6.644822500000001,197.2832259,127.965,176.76749999999998,7.70213505,11.0095626775,3.1328738225,765.0,5428.5,45.5,1934.0,212.74,15.456774100000018,1,2021-10-22 06:00:00
2021-10-22 07:00:00,52.472155,73.53759000000001,-21.065434999999997,144.295340575,322.10749999999996,149.0925,7.7067237625,11.54513682,6.068367802499999,1150.0,5851.5,65.0,1924.0,271.36,127.064659425,1,2021-10-22 07:00:00
2021-10-22 08:00:00,52.3224725,96.2585875,-43.936115,173.349444575,238.13,136.04500000000002,7.6134127525,13.845753697500001,6.1302700224999995,1740.0,6110.5,41.5,1869.0,314.66,141.31055542500002,1,2021-10-22 08:00:00
2021-10-22 09:00:00,44.9069375,106.48022999999999,-61.5732925,129.855866375,112.2025,136.31,6.547281525000001,8.3481085625,2.3839859425,2220.0,6132.5,31.0,1754.0,327.96,198.10413362499997,1,2021-10-22 09:00:00
2021-10-22 10:00:00,65.945225,114.27601250000001,-48.3307875,129.02573364999998,251.125,133.215,6.2092633225,5.8270149175,4.9783571449999995,2535.0,6148.5,43.0,1654.0,293.2,164.17426635,1,2021-10-22 10:00:00
2021-10-22 11:00:00,41.4549625,122.0377325,-80.58277,119.161234025,234.66749999999996,125.53,5.6599162025,4.3618313275,2.7490943025,2690.0,6149.0,34.0,1634.0,254.35,135.188765975,1,2021-10-22 11:00:00
2021-10-22 12:00:00,45.00897,97.11110249999999,-52.1021325,129.12908875,219.0525,136.2775,5.2079675725,3.873185275,1.8256122025000001,2710.0,5983.5,26.0,1629.0,238.85,109.72091125,1,2021-10-22 12:00:00
2021-10-22 13:00:00,54.85707000000001,80.6414075,-25.7843375,131.529720375,215.47,135.35500000000002,5.473003105,4.026273632500001,2.8518072675,2540.0,5755.0,45.0,1669.0,217.35,85.82027962499998,1,2021-10-22 13:00:00
2021-10-22 14:00:00,68.3973425,104.62563500000002,-36.2282925,130.761635975,161.8475,132.13,6.070546795,4.712043899999999,5.5165478425,2195.0,5587.5,81.5,1684.0,209.56,78.79836402500001,1,2021-10-22 14:00:00
2021-10-22 15:00:00,80.4688175,142.0272575,-61.558440000000004,159.1918538,249.825,132.07,6.7825021974999995,6.668913942500001,6.567062075000001,1600.0,5528.5,99.0,1749.0,217.67,58.4781462,1,2021-10-22 15:00:00
2021-10-22 16:00:00,95.4504375,147.8718175,-52.42138,134.5642378,191.06,100.22,7.601251005,8.720275394999998,10.6729451275,1015.0,5612.5,206.5,1874.0,239.0,104.4357622,1,2021-10-22 16:00:00
2021-10-22 17:00:00,116.8853725,130.8769,-13.991527499999998,168.19985585,155.33249999999998,136.79,7.766506552500001,11.06601389,9.1237493575,785.0,6041.0,456.5,1939.0,274.34,106.14014414999997,1,2021-10-22 17:00:00
2021-10-22 18:00:00,135.008175,89.6536,45.354575,303.006233375,285.95500000000004,142.3675,9.279621445,13.62216432,10.4688526225,805.0,6353.5,604.5,1984.0,277.07,-25.93623337500003,0,2021-10-22 18:00:00
2021-10-22 19:00:00,165.7094625,92.15272499999999,73.5567375,311.13142385000003,311.04,136.75,8.779548684999998,12.176624369999999,14.7725227475,825.0,6216.0,475.5,1994.0,324.9,13.768576149999944,1,2021-10-22 19:00:00
2021-10-22 20:00:00,150.22786250000001,109.4998925,40.72797,303.449208425,303.195,142.495,7.2792870700000005,8.467430855,10.8691545725,820.0,5635.5,228.5,1799.0,318.01,14.560791574999996,1,2021-10-22 20:00:00
2021-10-22 21:00:00,141.9175475,67.90043750000001,74.01711,266.240071475,250.78250000000003,130.0675,7.4200172225,5.974434142500001,6.724027765,800.0,5234.5,71.0,1694.0,265.0,-1.2400714749999793,0,2021-10-22 21:00:00
2021-10-22 22:00:00,168.5196175,48.6858275,119.83379,300.8414921,300.545,68.055,7.6045863549999995,4.1010207775000005,8.537800605,780.0,4896.5,13.0,1674.0,246.43,-54.411492099999975,0,2021-10-22 22:00:00
2021-10-22 23:00:00,139.0647825,59.328087499999995,79.736695,225.817127075,220.0025,91.83500000000001,7.35382866,3.2756882475,7.1416333100000005,770.0,4512.5,0.0,1229.0,218.11,-7.707127074999988,0,2021-10-22 23:00:00
2021-10-23 00:00:00,96.41541000000001,19.297945000000002,77.11746500000001,211.478846425,206.5025,95.12,6.16894427,0.6589411925,1.301800545,755.0,4335.0,0.0,874.0,210.45,-1.0288464250000118,0,2021-10-23 00:00:00
2021-10-23 01:00:00,56.155395,25.31883,30.836565000000004,199.3511168,95.945,105.61500000000001,6.17522299,0.816178845,2.30732787,715.0,4231.0,0.0,889.0,183.91,-15.441116800000003,0,2021-10-23 01:00:00
2021-10-23 02:00:00,63.1625825,37.62245,25.540132500000002,196.96263955,0.0,120.87,6.2410901800000005,0.7875797225,2.6069103775,665.0,4162.5,0.0,884.0,172.76,-24.202639550000015,0,2021-10-23 02:00:00
2021-10-23 03:00:00,48.766247500000006,23.617177499999997,25.14907,199.603409925,0.0,102.0925,5.699338217499999,0.7035697775,1.9011774075,605.0,4169.0,0.0,889.0,163.92,-35.68340992500001,0,2021-10-23 03:00:00
2021-10-23 04:00:00,77.0436875,52.45833,24.5853575,199.279712725,0.0,125.20750000000001,6.151173395,0.8329704599999999,4.821987125,550.0,4300.0,0.0,1054.0,157.84,-41.43971272499999,0,2021-10-23 04:00:00
2021-10-23 05:00:00,81.3365725,50.936440000000005,30.400132500000005,201.721000425,34.0875,71.3525,6.518339480000001,2.5902184725,6.461681625000001,500.0,4535.5,0.0,1489.0,163.03,-38.691000425,0,2021-10-23 05:00:00
2021-10-23 06:00:00,116.271295,53.7407475,62.530547500000004,253.967871,229.82999999999998,95.12,7.07900402,8.12790853,8.9668323675,535.0,4825.0,32.5,1849.0,177.19,-76.777871,0,2021-10-23 06:00:00
2021-10-23 07:00:00,149.896285,76.2584125,73.6378725,322.743960825,318.945,95.12,8.139799925,11.5333058575,14.64164517,920.0,5276.0,91.0,1864.0,191.5,-131.243960825,0,2021-10-23 07:00:00
2021-10-23 08:00:00,112.1467075,78.6162725,33.530435000000004,243.82084505,243.79999999999998,95.12,7.1699229424999995,8.394971702500001,10.27264954,1430.0,5641.0,99.5,1799.0,236.66,-7.160845050000006,0,2021-10-23 08:00:00
2021-10-23 09:00:00,91.93527750000001,74.7395175,17.19576,309.7727522,307.6675,95.12,7.7336584225,6.2341167875000005,11.399945084999999,1835.0,5843.5,82.0,1624.0,241.0,-68.77275220000001,0,2021-10-23 09:00:00
2021-10-23 10:00:00,71.77699,94.88615500000002,-23.109165,95.1187236875,165.75,95.12,5.84567199,4.376426135,6.0552462925,2100.0,6000.5,82.0,1564.0,237.58,142.46127631250002,1,2021-10-23 10:00:00
2021-10-23 11:00:00,62.4960075,96.12916249999999,-33.633155,93.789587265,101.82249999999999,95.02250000000001,5.3724945875,3.0904521574999997,4.7686115225,2240.0,6094.5,67.0,1584.0,220.82,127.030412735,1,2021-10-23 11:00:00
2021-10-23 12:00:00,71.334115,58.65114,12.682974999999999,184.7134350775,214.9,88.345,5.8379757625,2.8328393225,4.663250722500001,2250.0,5956.0,52.0,1579.0,207.23,22.51656492249998,1,2021-10-23 12:00:00
2021-10-23 13:00:00,48.85573,59.2732425,-10.4175125,144.0139776475,209.1475,74.525,5.5565240175,3.1623870125,3.3703550050000004,2085.0,5660.0,52.0,1564.0,193.25,49.23602235249999,1,2021-10-23 13:00:00
2021-10-23 14:00:00,71.0076825,53.07728,17.9304025,152.6121394425,161.02499999999998,91.67750000000001,5.63949783,3.1220919725,3.731036945,1760.0,5409.5,69.5,1564.0,180.43,27.817860557500012,1,2021-10-23 14:00:00
2021-10-23 15:00:00,76.78757250000001,52.7494025,24.03817,225.6180780725,202.71999999999997,95.12,5.750777234999999,3.904731055,4.85890719,1220.0,5351.5,94.0,1634.0,179.03,-46.5880780725,0,2021-10-23 15:00:00
2021-10-23 16:00:00,98.08763250000001,63.3142625,34.77337,255.9034787,202.72,71.34,6.546221869999999,6.073025717499999,10.00584326,680.0,5447.0,270.0,1784.0,185.76,-70.1434787,0,2021-10-23 16:00:00
2021-10-23 17:00:00,125.2743175,83.08624499999999,42.1880725,234.868714875,213.6675,95.12,6.889554775000001,7.251633222500001,8.1413336975,455.0,5883.0,488.0,1904.0,205.59,-29.27871487499999,0,2021-10-23 17:00:00
2021-10-23 18:00:00,146.167565,89.7594,56.408165000000004,318.39808555,318.3975,95.12,8.858890607500001,8.96838152,11.01770384,450.0,6116.5,564.5,1959.0,231.86,-86.53808555,0,2021-10-23 18:00:00
2021-10-23 19:00:00,108.2377625,101.1783125,7.059449999999999,243.856755395,296.425,95.12,8.7331022775,11.2010814975,11.332864299999999,445.0,5977.5,486.0,1979.0,288.58,44.72324460499999,1,2021-10-23 19:00:00
2021-10-23 20:00:00,72.3599775,78.80681750000001,-6.446840000000002,130.1413371625,230.60250000000002,95.12,6.814564474999999,5.54472903,7.77594229,440.0,5455.0,235.0,1714.0,304.18,174.0386628375,1,2021-10-23 20:00:00
2021-10-23 21:00:00,61.17469,46.59468,14.580010000000001,162.4995184375,262.09499999999997,95.12,6.4986098525,4.7999110625,4.928158367499999,440.0,5065.5,45.0,1654.0,254.62,92.1204815625,1,2021-10-23 21:00:00
2021-10-23 22:00:00,68.8264975,48.4951025,20.331395,285.799224825,285.77,95.12,6.5299289,4.16525722,4.7351283650000004,425.0,4668.5,0.0,1659.0,219.0,-66.79922482500001,0,2021-10-23 22:00:00
2021-10-23 23:00:00,85.7392225,56.02894,29.710282499999998,251.56989721499997,281.74,100.77250000000001,6.2079576075,2.9244020075,4.870874607500001,425.0,4352.5,0.0,1254.0,215.73,-35.83989721499998,0,2021-10-23 23:00:00
2021-10-24 00:00:00,81.90348,79.111445,2.7920349999999985,162.90106005,209.86499999999998,122.59,6.118233630000001,0.807367565,-0.4740298625,465.0,4217.5,0.0,879.0,195.55,32.64893995,1,2021-10-24 00:00:00
2021-10-24 01:00:00,91.76151999999999,66.251155,25.510365,178.320628425,199.92,122.59,6.399654324999999,0.68941546,3.5620171025,510.0,4108.0,0.0,884.0,205.59,27.269371575000008,1,2021-10-24 01:00:00
2021-10-24 02:00:00,92.73130749999999,64.11550749999999,28.6158,199.9199999,199.92,126.1925,6.2799525825,0.8076919175,3.7581184275,555.0,4023.5,0.0,884.0,189.74,-10.179999899999984,0,2021-10-24 02:00:00
2021-10-24 03:00:00,79.1268575,37.7130025,41.413855,199.919999875,199.92,137.0,5.3614748425,0.878983395,1.0463007775000002,635.0,4013.5,0.0,889.0,179.22,-20.699999875000003,0,2021-10-24 03:00:00
2021-10-24 04:00:00,88.40708,33.6553225,54.7517575,190.779854325,189.0425,135.6775,5.0388481249999995,0.9681045400000001,0.3533747725,735.0,4102.5,0.0,1064.0,162.9,-27.879854324999997,0,2021-10-24 04:00:00
2021-10-24 05:00:00,125.68606249999999,56.449715,69.2363475,183.08823652499999,179.60500000000002,129.43,5.470916282499999,1.8565668375,2.745505895,845.0,4234.0,0.0,1479.0,155.58,-27.508236524999973,0,2021-10-24 05:00:00
2021-10-24 06:00:00,182.94939250000002,114.0223,68.9270925,218.57421305,218.365,122.59,6.146902215000001,4.1817532024999995,9.748129407499999,1015.0,4431.5,67.5,1824.0,161.88,-56.69421305,0,2021-10-24 06:00:00
2021-10-24 07:00:00,148.903065,110.81679,38.086275,201.558137025,198.6675,109.015,5.6397129225,4.2782573,9.46032778,1395.0,4744.5,171.0,1844.0,177.8,-23.758137024999996,0,2021-10-24 07:00:00
2021-10-24 08:00:00,135.2335875,88.7776825,46.455905,164.18153895,156.41,129.43,4.41687721,2.383202175,3.7624559300000002,1825.0,5027.0,191.5,1764.0,185.49,21.308461050000005,1,2021-10-24 08:00:00
2021-10-24 09:00:00,132.6728375,89.4593925,43.213445,177.29486177500002,174.94,122.59,4.81017969,2.5376374225,4.5934585575,2125.0,5244.0,130.0,1614.0,157.4,-19.89486177500001,0,2021-10-24 09:00:00
2021-10-24 10:00:00,157.22768250000001,72.6031225,84.62456,224.76858095000003,223.01749999999998,122.59,5.5929567575,3.2290355225000003,5.107607250000001,2285.0,5353.5,84.0,1584.0,171.6,-53.168580950000035,0,2021-10-24 10:00:00
2021-10-24 11:00:00,159.373045,63.75867749999999,95.6143675,215.4499999,215.45,122.59,5.509780212499999,3.0586803625,4.2956563925,2375.0,5343.0,76.0,1584.0,182.69,-32.7599999,0,2021-10-24 11:00:00
2021-10-24 12:00:00,119.5009325,45.6833575,73.817575,274.02499995,274.025,91.9425,6.1792220250000005,3.5353799625,6.478804945,2425.0,5087.5,60.0,1574.0,181.22,-92.80499995,0,2021-10-24 12:00:00
2021-10-24 13:00:00,107.8107775,24.26705,83.5437275,450.0,450.0,101.06,8.354345815,3.219531955,5.542834829999999,2420.0,4867.5,52.0,1574.0,180.71,-269.28999999999996,0,2021-10-24 13:00:00
2021-10-24 14:00:00,128.97382,38.7795275,90.19429249999999,332.40141465,332.4,32.7175,6.458466867499999,3.0779665925,2.2660219974999998,2320.0,4784.5,69.5,1594.0,157.32,-175.08141465,0,2021-10-24 14:00:00
2021-10-24 15:00:00,142.35872,47.33893,95.01979,215.23744015,215.225,30.6475,5.788924865,2.7736184550000003,3.0048615475,2135.0,4859.0,94.0,1659.0,151.9,-63.33744014999999,0,2021-10-24 15:00:00
2021-10-24 16:00:00,166.99502,46.452394999999996,120.542625,216.440989225,215.195,122.59,6.586042180000001,2.9580103125000003,4.51488115,2025.0,5135.0,192.5,1719.0,153.13,-63.310989225000014,0,2021-10-24 16:00:00
2021-10-24 17:00:00,153.10909249999997,50.90853499999999,102.2005575,230.21913754999997,222.72500000000002,122.59,6.419476422500001,2.8238651799999994,4.5862113375,2085.0,5615.0,399.5,1909.0,171.91,-58.309137549999974,0,2021-10-24 17:00:00
2021-10-24 18:00:00,131.5297,57.464997499999996,74.0647025,266.08055897500003,255.34000000000003,122.59,7.2307943975,3.8118121325,6.1647497025,2240.0,5872.0,539.5,2029.0,176.46,-89.62055897500002,0,2021-10-24 18:00:00
2021-10-24 19:00:00,121.7913675,100.4229375,21.36843,235.31773032499999,276.47,122.59,7.476253127500001,2.420704605,10.8911507475,2380.0,5788.0,439.5,1994.0,220.59,-14.727730324999982,0,2021-10-24 19:00:00
2021-10-24 20:00:00,104.47781,104.70391000000001,-0.22609999999999886,179.69648535,253.695,120.17500000000001,6.6640840925000004,3.21001857,9.165296605,2465.0,5394.0,202.5,1754.0,207.33,27.633514650000023,1,2021-10-24 20:00:00
2021-10-24 21:00:00,82.68252,103.04586499999999,-20.363345000000002,138.961500225,228.9525,119.37,6.2311346025,4.492351135,6.5517853625,2530.0,5015.5,45.0,1724.0,182.58,43.618499775000004,1,2021-10-24 21:00:00
2021-10-24 22:00:00,101.246925,96.0844175,5.1625075,144.46560745,216.585,102.0275,6.3863103175000004,3.8581339874999996,12.0999585075,2600.0,4646.0,0.0,1719.0,175.05,30.584392550000018,1,2021-10-24 22:00:00
2021-10-24 23:00:00,76.58318000000001,133.5965225,-57.01334250000001,25.8189626025,156.3775,29.3725,3.2852214875000003,1.3543905575,13.013674037500001,2715.0,4204.5,0.0,1384.0,158.08,132.26103739750002,1,2021-10-24 23:00:00
2021-10-25 00:00:00,17.332415,85.52628750000001,-68.19387250000001,0.0,47.4725,0.0,3.7759869000000004,0.5026238875,4.8017555525,2815.0,3988.0,0.0,1064.0,113.0,113.0,1,2021-10-25 00:00:00
2021-10-25 01:00:00,117.492785,65.85652,51.636264999999995,199.8999999,199.9,32.745,6.985895295,0.6319888025,32.94665332,2850.0,3901.0,0.0,1079.0,154.01,-45.88999990000002,0,2021-10-25 01:00:00
