,RES,Load,Mandatory Hydro,Total FRR,Diff_direction
2973,1230.0,6704.0,1359.0,1534.0,1
2974,1240.0,6289.5,1259.0,1579.0,1
2975,1205.0,5659.5,1106.0,1229.0,1
2976,1180.0,5265.0,1043.0,894.0,1
2977,1210.0,5143.0,1043.0,894.0,1
2978,1240.0,5038.5,1043.0,874.0,1
2979,1265.0,5053.5,1058.0,879.0,1
2980,1275.0,5368.5,1138.0,1019.0,1
2981,1245.0,6035.5,1241.0,1299.0,1
2982,1340.0,6759.0,1326.5,1429.0,1
2983,1740.0,7290.0,1459.5,1404.0,0
2984,2200.0,7570.5,1569.0,1394.0,0
2985,2445.0,7520.0,1601.5,1369.0,1
2986,2505.0,7421.5,1571.5,1369.0,1
2987,2430.0,7371.5,1505.0,1389.0,1
2988,2195.0,7236.5,1470.0,1399.0,1
2989,1795.0,7283.0,1411.0,1419.0,1
2990,1220.0,7383.0,1334.0,1494.0,1
2991,780.0,7525.0,1309.0,1544.0,1
2992,730.0,8021.5,1429.0,1604.0,1
2993,775.0,8123.0,1529.0,1569.0,1
2994,845.0,8011.5,1509.0,1574.0,1
2995,965.0,7742.0,1459.0,1574.0,1
2996,1100.0,7192.5,1354.0,1514.0,1
2997,1250.0,6627.5,1264.0,1589.0,1
2998,1460.0,6198.5,1146.0,1629.0,1
2999,1740.0,5593.0,800.0,1264.0,1
3000,2020.0,5200.5,537.0,934.0,1
3001,2175.0,5089.0,577.0,949.0,1
3002,2265.0,4939.5,717.0,949.0,1
3003,2365.0,4917.0,817.0,959.0,1
3004,2500.0,5049.5,867.0,1119.0,1
3005,2630.0,5411.5,1002.0,1424.0,0
3006,2780.0,5938.5,1234.5,1569.0,0
3007,3160.0,6638.0,1399.5,1589.0,0
3008,3585.0,7175.0,1386.0,1554.0,0
3009,3890.0,7478.0,1268.5,1559.0,0
3010,4040.0,7711.0,1132.5,1554.0,0
3011,4050.0,7812.5,1077.0,1574.0,0
3012,3930.0,7684.0,1064.0,1534.0,0
3013,3645.0,7539.0,1082.0,1564.0,0
3014,3230.0,7614.0,1157.0,1634.0,0
3015,2930.0,7671.5,1247.0,1684.0,0
3016,2905.0,7997.5,1397.0,1744.0,0
3017,2920.0,8073.5,1462.0,1724.0,0
3018,2925.0,7959.5,1357.0,1729.0,0
3019,2930.0,7703.5,1247.0,1724.0,0
3020,2930.0,7181.5,1137.0,1664.0,0
3021,2925.0,6635.5,997.0,1689.0,0
3022,2920.0,6202.0,827.0,1729.0,0
3023,2900.0,5569.0,628.5,1394.0,0
3024,2880.0,5100.0,520.0,1069.0,0
3025,2865.0,4975.0,560.0,1064.0,0
3026,2860.0,4780.0,650.0,1049.0,0
3027,2855.0,4735.0,725.0,1034.0,0
3028,2840.0,4795.0,750.0,1184.0,0
3029,2815.0,5010.0,800.0,1449.0,0
3030,2840.0,5385.0,900.0,1539.0,0
3031,3255.0,6055.0,1050.0,1529.0,0
3032,3750.0,6635.0,1156.0,1484.0,0
3033,4045.0,7035.0,1121.0,1464.0,0
3034,4125.0,7230.0,1050.0,1439.0,0
3035,4020.0,7230.0,1062.0,1429.0,0
3036,3715.0,6985.0,1097.0,1424.0,0
3037,3170.0,6760.0,1125.0,1434.0,0
3038,2400.0,6885.0,1185.0,1474.0,0
3039,1770.0,7040.0,1281.0,1524.0,0
3040,1535.0,7560.0,1463.0,1589.0,0
3041,1350.0,7700.0,1553.0,1554.0,0
3042,1185.0,7650.0,1466.0,1569.0,1
3043,1065.0,7440.0,1345.0,1549.0,0
3044,985.0,7000.0,1265.0,1484.0,0
3045,960.0,6500.0,1240.0,1539.0,0
3046,975.0,6095.0,1140.0,1609.0,1
3047,970.0,2975.0,832.0,1239.0,1
3048,955.0,240.0,624.0,889.0,1
3049,955.0,240.0,664.0,884.0,0
3050,995.0,240.0,704.0,864.0,1
3051,1020.0,240.0,704.0,839.0,1
3052,1015.0,240.0,754.0,974.0,1
3053,970.0,220.0,839.5,1264.0,1
3054,1095.0,350.0,955.0,1374.0,0
3055,1600.0,845.0,1095.0,1364.0,1
3056,2200.0,1450.0,1124.0,1339.0,1
3057,2570.0,1830.0,1109.0,1314.0,1
3058,2760.0,1985.0,1094.0,1309.0,1
3059,2805.0,1970.0,1061.5,1329.0,1
3060,2635.0,1755.0,1053.0,1339.0,1
3061,2220.0,1335.0,1046.0,1359.0,1
3062,1595.0,745.0,1046.0,1414.0,1
3063,1120.0,300.0,1189.0,1504.0,0
3064,1070.0,240.0,1365.5,1609.0,0
3065,1080.0,240.0,1381.5,1654.0,0
3066,1100.0,240.0,1285.5,1659.0,0
3067,1110.0,240.0,1210.0,1614.0,1
3068,1110.0,240.0,1163.0,1529.0,1
3069,1105.0,240.0,1037.5,1519.0,1
3070,1115.0,240.0,872.0,1584.0,1
3071,1160.0,2832.0,703.0,1244.0,1
3072,1240.0,5282.0,624.0,899.0,1
3073,1270.0,5183.0,664.0,894.0,1
3074,1310.0,5041.0,704.0,884.0,1
3075,1335.0,5035.0,704.0,899.0,1
3076,1340.0,5391.0,754.0,1069.0,1
3077,1330.0,6203.0,839.5,1344.0,1
3078,1395.0,7019.5,955.0,1474.0,0
3079,1800.0,7545.0,1133.0,1379.0,0
3080,2290.0,7896.5,1200.0,1339.0,1
3081,2650.0,7990.0,1184.0,1314.0,1
3082,2850.0,7974.0,1150.0,1304.0,1
3083,2855.0,7902.5,1080.5,1329.0,1
3084,2660.0,7753.5,1053.0,1329.0,1
3085,2250.0,7634.0,1046.0,1394.0,1
3086,1660.0,7765.0,1046.0,1474.0,0
3087,1175.0,7896.5,1189.0,1549.0,0
3088,1075.0,8373.0,1365.5,1674.0,0
3089,1040.0,8501.5,1381.5,1644.0,0
3090,1005.0,8459.5,1285.5,1659.0,0
3091,955.0,8164.0,1210.0,1619.0,0
3092,905.0,7535.0,1163.0,1549.0,0
3093,860.0,6925.0,1037.5,1519.0,0
3094,805.0,6520.0,872.0,1549.0,1
3095,740.0,5724.0,850.5,1204.0,1
3096,680.0,5256.0,704.0,879.0,1
3097,630.0,5193.5,489.0,884.0,1
3098,595.0,5053.5,489.0,879.0,1
3099,560.0,5051.5,489.0,884.0,1
3100,530.0,5361.0,489.0,1049.0,1
3101,500.0,6099.5,724.5,1329.0,0
3102,550.0,6863.0,1150.0,1499.0,0
3103,950.0,7403.5,1400.0,1439.0,0
3104,1440.0,7815.0,1445.0,1359.0,0
3105,1775.0,7846.5,1369.0,1324.0,0
3106,1940.0,7852.0,1258.0,1304.0,1
3107,1950.0,7837.0,1206.5,1354.0,0
3108,1765.0,7665.0,1193.0,1344.0,0
3109,1395.0,7645.5,1186.0,1444.0,0
3110,890.0,7764.5,1191.0,1499.0,0
3111,515.0,7853.0,1261.5,1594.0,0
3112,490.0,8307.5,1538.0,1724.0,0
3113,530.0,8439.5,1729.0,1704.0,0
3114,575.0,8354.5,1651.0,1719.0,1
3115,620.0,8055.5,1558.0,1684.0,1
3116,675.0,7428.0,1483.0,1629.0,1
3117,725.0,6816.5,1357.5,1564.0,1
3118,780.0,6401.0,1098.0,1564.0,1
3119,915.0,5736.5,737.5,1209.0,1
3120,1030.0,5352.0,461.0,879.0,1
3121,1070.0,5276.5,406.0,884.0,1
3122,1105.0,5132.5,491.0,884.0,1
3123,1130.0,5130.0,536.0,899.0,1
3124,1145.0,5421.5,536.0,1064.0,1
3125,1140.0,6190.5,711.0,1294.0,1
3126,1190.0,6973.0,1082.5,1464.0,1
3127,1585.0,7533.5,1344.0,1409.0,1
3128,2045.0,7945.0,1434.0,1329.0,1
3129,2315.0,7866.5,1409.0,1294.0,1
3130,2390.0,7754.0,1266.5,1269.0,1
3131,2315.0,7655.0,1173.0,1284.0,1
3132,2075.0,7477.5,1160.0,1319.0,1
3133,1660.0,7473.5,1153.0,1424.0,1
3134,1095.0,7688.5,1158.0,1484.0,1
3135,660.0,7899.5,1208.0,1574.0,1
3136,560.0,8277.5,1437.5,1704.0,1
3137,565.0,8439.0,1595.5,1714.0,1
3138,560.0,8398.5,1511.0,1709.0,0
3139,570.0,8030.5,1418.0,1669.0,1
3140,605.0,7388.5,1387.5,1584.0,1
3141,660.0,6840.5,1315.5,1504.0,1
3142,715.0,6465.0,900.0,1499.0,0
3143,785.0,5719.0,554.0,1159.0,1
3144,870.0,5268.5,457.0,864.0,1
3145,935.0,5177.5,362.0,874.0,1
3146,995.0,5031.5,362.0,869.0,1
3147,1035.0,5023.5,399.5,889.0,1
3148,1060.0,5287.5,437.0,1049.0,1
3149,1095.0,5947.5,619.5,1289.0,1
3150,1215.0,6702.0,992.0,1484.0,1
3151,1730.0,7314.0,1250.0,1404.0,1
3152,2320.0,7681.0,1350.0,1359.0,1
3153,2725.0,7698.0,1361.0,1314.0,1
3154,2955.0,7713.0,1241.0,1304.0,1
3155,3035.0,7742.5,1115.0,1329.0,1
3156,2875.0,7564.0,1076.0,1324.0,1
3157,2455.0,7392.0,1069.0,1454.0,1
3158,1870.0,7474.0,1074.0,1549.0,1
3159,1420.0,7654.5,1170.0,1569.0,1
3160,1355.0,8120.0,1387.0,1699.0,1
3161,1345.0,8245.5,1487.0,1674.0,1
3162,1335.0,8168.5,1438.0,1699.0,1
3163,1325.0,7777.5,1378.0,1659.0,1
3164,1320.0,7116.0,1313.0,1579.0,1
3165,1320.0,6545.5,1250.0,1484.0,1
3166,1315.0,6123.0,886.0,1494.0,1
3167,1340.0,5469.5,332.0,1194.0,1
3168,1400.0,5106.5,112.0,894.0,1
3169,1425.0,4968.0,215.0,894.0,1
3170,1470.0,4778.0,358.0,894.0,1
3171,1510.0,4756.0,575.5,914.0,1
3172,1510.0,4863.5,790.5,1069.0,1
3173,1495.0,5047.5,828.0,1324.0,1
3174,1555.0,5262.5,828.0,1509.0,1
3175,1990.0,5838.5,938.0,1464.0,1
3176,2540.0,6413.0,1054.0,1389.0,1
3177,2985.0,6742.5,1044.0,1344.0,1
3178,3285.0,6831.5,1077.0,1349.0,1
3179,3400.0,6623.5,1121.0,1384.0,1
3180,3275.0,5913.0,1134.0,1429.0,1
3181,2905.0,5524.5,1172.0,1469.0,1
3182,2365.0,5543.0,1192.0,1544.0,1
3183,1940.0,5678.0,1201.5,1574.0,1
3184,1870.0,6215.0,1297.5,1694.0,1
3185,1885.0,6600.5,1362.5,1734.0,1
3186,1895.0,6623.5,1284.5,1714.0,1
3187,1900.0,6530.0,1198.0,1709.0,1
3188,1900.0,6235.5,1168.0,1659.0,1
3189,1910.0,5926.5,1135.5,1599.0,1
3190,1910.0,5539.5,776.5,1579.0,1
3191,1890.0,5064.0,281.0,1234.0,1
3192,1880.0,4776.5,112.0,909.0,1
3193,1920.0,4681.0,152.0,909.0,1
3194,1950.0,4493.5,232.0,909.0,1
3195,1990.0,4444.0,472.0,909.0,1
3196,2025.0,4493.5,672.0,1069.0,1
3197,2055.0,4665.5,672.0,1404.0,1
3198,2155.0,4888.5,672.0,1619.0,1
3199,2535.0,5414.5,801.0,1609.0,1
3200,2970.0,5978.0,936.0,1559.0,0
3201,3255.0,6312.5,940.0,1509.0,1
3202,3430.0,6486.5,987.0,1504.0,1
3203,3470.0,6490.5,1052.0,1489.0,1
3204,3310.0,6206.5,1086.0,1509.0,1
3205,2985.0,5918.5,1131.5,1549.0,1
3206,2540.0,5839.0,1159.0,1604.0,1
3207,2195.0,6024.0,1143.5,1634.0,1
3208,2115.0,6590.5,1214.5,1754.0,1
3209,2110.0,6844.0,1257.0,1769.0,1
3210,2115.0,6844.0,1156.5,1784.0,1
3211,2150.0,6729.0,1070.0,1754.0,1
3212,2190.0,6423.5,1040.0,1679.0,1
3213,2215.0,6010.5,1030.0,1639.0,1
3214,2220.0,5557.0,733.5,1634.0,1
3215,2295.0,4973.5,279.5,1284.0,1
3216,2365.0,4488.5,112.0,969.0,1
3217,2375.0,4410.0,152.0,969.0,1
3218,2395.0,4306.0,232.0,969.0,1
3219,2400.0,4314.0,472.0,999.0,1
3220,2395.0,4598.5,672.0,1154.0,1
3221,2390.0,5289.0,672.0,1479.0,1
3222,2450.0,5946.0,672.0,1704.0,1
3223,2770.0,6597.0,782.0,1704.0,1
3224,3145.0,7009.0,898.0,1624.0,1
3225,3365.0,7103.0,902.0,1564.0,1
3226,3470.0,7085.0,949.0,1554.0,1
3227,3520.0,7061.5,1033.0,1594.0,1
3228,3420.0,6908.0,1086.0,1564.0,1
3229,3175.0,6775.0,1131.5,1589.0,1
3230,2870.0,6775.5,1159.0,1609.0,1
3231,2620.0,6817.5,1143.5,1659.0,1
3232,2575.0,7198.5,1214.5,1769.0,1
3233,2595.0,7390.0,1257.0,1794.0,1
3234,2620.0,7373.5,1156.5,1809.0,1
3235,2645.0,7094.0,1070.0,1789.0,1
3236,2655.0,6504.0,1040.0,1734.0,1
3237,2635.0,5936.5,1030.0,1724.0,1
3238,2575.0,5516.0,733.5,1679.0,1
3239,2495.0,4869.5,279.5,1319.0,1
3240,2405.0,4433.0,112.0,974.0,1
3241,2335.0,4357.5,152.0,969.0,1
3242,2215.0,4216.5,232.0,924.0,1
3243,2080.0,4209.0,459.5,949.0,1
3244,1950.0,4491.5,647.0,1074.0,1
3245,1835.0,5039.0,647.0,1424.0,0
3246,1810.0,5664.0,764.5,1649.0,0
3247,2035.0,6311.0,925.0,1659.0,0
3248,2330.0,6756.0,974.0,1569.0,0
3249,2510.0,6973.5,965.5,1469.0,0
3250,2540.0,7038.0,981.0,1444.0,0
3251,2460.0,7028.5,1027.0,1459.0,0
3252,2240.0,6836.5,1061.0,1409.0,0
3253,1940.0,6671.0,1106.5,1424.0,0
3254,1580.0,6719.0,1134.0,1489.0,0
3255,1310.0,6753.5,1131.0,1529.0,0
3256,1240.0,7087.5,1214.5,1604.0,0
3257,1220.0,7224.5,1257.0,1619.0,0
3258,1210.0,7187.5,1156.5,1654.0,0
3259,1210.0,6879.0,1070.0,1639.0,0
3260,1180.0,6301.5,1027.5,1589.0,0
3261,1115.0,5758.5,1005.0,1594.0,0
3262,1055.0,5363.0,603.5,1594.0,0
3263,1025.0,4825.5,519.5,1224.0,0
3264,920.0,4527.5,827.0,859.0,1
3265,820.0,4428.5,827.0,869.0,0
3266,750.0,4304.0,827.0,834.0,1
3267,680.0,4282.5,827.0,869.0,0
3268,635.0,4551.5,827.0,1049.0,0
3269,600.0,5110.5,907.0,1389.0,1
3270,660.0,5656.0,1114.5,1599.0,1
3271,905.0,6185.0,1247.0,1579.0,0
3272,1205.0,6534.0,1218.0,1459.0,0
3273,1415.0,6701.5,1182.0,1374.0,0
3274,1535.0,6787.5,1141.5,1379.0,0
3275,1540.0,6821.5,1138.0,1404.0,1
3276,1420.0,6734.0,1191.0,1354.0,1
3277,1205.0,6639.0,1236.5,1384.0,1
3278,920.0,6693.5,1264.0,1419.0,1
3279,710.0,6773.0,1246.0,1444.0,1
3280,665.0,7105.0,1283.5,1534.0,1
3281,695.0,7206.0,1375.5,1514.0,1
3282,745.0,7181.0,1369.5,1554.0,1
3283,820.0,6944.0,1271.0,1529.0,1
3284,915.0,6355.0,1180.0,1459.0,1
3285,1025.0,5806.0,1120.0,1464.0,0
3286,1140.0,5408.5,961.0,1569.0,0
3287,1165.0,4831.0,912.0,1224.0,1
3288,1185.0,4467.0,914.5,869.0,1
3289,1350.0,4363.5,797.0,884.0,1
3290,1540.0,4240.0,762.0,874.0,1
3291,1725.0,4234.5,762.0,914.0,1
3292,1910.0,4487.0,762.0,1099.0,1
3293,2090.0,5019.0,912.0,1484.0,0
3294,2315.0,5568.5,1234.5,1719.0,1
3295,2730.0,6214.0,1417.0,1709.0,1
3296,3170.0,6624.5,1433.0,1619.0,1
3297,3515.0,6750.0,1397.0,1574.0,1
3298,3770.0,6850.5,1326.5,1589.0,1
3299,3900.0,6877.5,1223.0,1619.0,1
3300,3880.0,6754.0,1166.0,1584.0,1
3301,3720.0,6639.0,1184.0,1604.0,1
3302,3425.0,6694.0,1184.0,1664.0,0
3303,3170.0,6744.5,1330.5,1694.0,0
3304,3170.0,7086.0,1547.5,1769.0,0
3305,3220.0,7226.0,1625.5,1779.0,0
3306,3240.0,7225.5,1621.0,1779.0,0
3307,3235.0,6976.0,1604.0,1764.0,1
3308,3235.0,6372.5,1524.0,1729.0,1
3309,3240.0,5848.5,1286.5,1739.0,1
3310,3240.0,5464.5,943.0,1789.0,0
3311,3175.0,4864.0,469.5,1454.0,0
3312,3115.0,4510.5,177.0,1094.0,0
3313,3120.0,4406.5,177.0,1094.0,0
3314,3100.0,4271.5,524.5,1084.0,0
3315,3080.0,4269.0,922.0,1094.0,0
3316,3080.0,4515.5,972.0,1259.0,0
3317,3045.0,4998.5,1082.0,1634.0,0
3318,3070.0,5533.5,1324.0,1829.0,0
3319,3430.0,6126.5,1499.0,1799.0,0
3320,3875.0,6598.5,1563.0,1694.0,1
3321,4140.0,6659.0,1529.5,1619.0,1
3322,4245.0,6677.0,1435.5,1564.0,1
3323,4190.0,6646.0,1372.0,1519.0,1
3324,3935.0,6500.5,1391.0,1499.0,1
3325,3465.0,6349.0,1466.0,1484.0,1
3326,2780.0,6437.0,1473.0,1509.0,0
3327,2195.0,6567.0,1512.5,1529.0,0
3328,2050.0,7044.0,1672.5,1564.0,0
3329,2005.0,7163.5,1791.0,1529.0,0
3330,1920.0,7129.5,1500.0,1569.0,0
3331,1800.0,6862.5,1734.5,1579.0,1
3332,1665.0,6263.5,1639.5,1504.0,1
3333,1515.0,5729.0,1517.0,1484.0,1
3334,1380.0,5305.5,793.5,1539.0,1
3335,1220.0,4854.0,539.5,1189.0,1
3336,1045.0,4654.0,844.5,849.0,1
3337,910.0,4488.5,752.0,849.0,1
3338,800.0,4293.0,749.5,849.0,1
3339,725.0,4212.0,782.0,844.0,0
3340,670.0,4216.5,782.0,1004.0,0
3341,640.0,4200.5,938.0,1299.0,0
3342,680.0,4246.0,1400.0,1504.0,0
3343,1130.0,4548.5,1766.0,1484.0,0
3344,1680.0,4988.5,1500.0,1434.0,0
3345,2000.0,5420.0,1646.0,1384.0,0
3346,2170.0,5639.0,1388.0,1349.0,0
3347,2205.0,5522.5,1268.0,1314.0,0
3348,2080.0,5083.5,1179.0,1284.0,0
3349,1750.0,4757.0,1144.0,1279.0,1
3350,1215.0,4812.0,1150.0,1384.0,1
3351,780.0,4962.5,1450.5,1434.0,0
3352,805.0,5485.0,1778.0,1439.0,1
3353,965.0,5781.5,1500.0,1499.0,1
3354,1125.0,5800.0,1500.0,1564.0,1
3355,1245.0,5744.5,1673.5,1544.0,1
3356,1365.0,5508.5,1368.5,1519.0,1
3357,1515.0,5223.5,1078.5,1519.0,1
3358,1675.0,4857.0,865.0,1619.0,1
3359,1755.0,4460.5,460.0,1230.0,1
3360,1765.0,4249.0,151.0,881.0,1
3361,1825.0,4133.5,151.0,896.0,1
3362,1890.0,4009.0,398.5,896.0,1
3363,1980.0,3963.5,796.0,911.0,1
3364,2030.0,3976.0,1051.0,1061.0,1
3365,1995.0,3997.5,1226.0,1406.0,1
3366,1990.0,4220.5,1416.0,1586.0,1
3367,2325.0,4705.5,1566.0,1536.0,0
3368,2795.0,5190.5,1617.0,1456.0,0
3369,3100.0,5502.5,1541.0,1396.0,0
3370,3250.0,5666.5,1498.0,1376.0,1
3371,3220.0,5656.5,1531.0,1326.0,1
3372,2960.0,5429.5,1528.0,1306.0,1
3373,2480.0,5209.0,1558.0,1291.0,1
3374,1760.0,5259.0,1545.0,1396.0,1
3375,1110.0,5373.5,1627.0,1446.0,0
3376,905.0,5947.0,1747.5,1451.0,0
3377,835.0,6297.0,1776.5,1506.0,0
3378,780.0,6287.5,1500.0,1536.0,0
3379,715.0,6104.0,1712.0,1546.0,0
3380,675.0,5699.0,1537.0,1516.0,0
3381,660.0,5283.0,1372.0,1501.0,1
3382,665.0,4853.0,856.5,1586.0,1
3383,680.0,4457.0,291.0,1191.0,0
3384,715.0,4216.5,151.0,856.0,1
3385,790.0,4149.0,151.0,871.0,1
3386,870.0,4056.0,318.5,886.0,1
3387,960.0,4072.0,486.0,876.0,1
3388,1040.0,4354.5,791.0,1021.0,1
3389,1110.0,4934.5,1285.0,1306.0,1
3390,1270.0,5534.5,1586.5,1516.0,0
3391,1810.0,6065.5,1709.0,1461.0,0
3392,2430.0,6392.0,1725.0,1381.0,1
3393,2825.0,6429.5,1661.5,1331.0,1
3394,3035.0,6416.0,1467.0,1301.0,1
3395,3080.0,6384.5,1221.0,1276.0,1
3396,2940.0,6231.5,1093.0,1271.0,1
3397,2575.0,6113.0,1098.0,1351.0,1
3398,1995.0,6123.5,1317.0,1486.0,1
3399,1500.0,6195.5,1698.0,1486.0,1
3400,1420.0,6675.5,1500.0,1436.0,1
3401,1415.0,6947.5,1500.0,1496.0,1
3402,1405.0,6929.0,1500.0,1531.0,1
3403,1410.0,6684.5,1500.0,1586.0,1
3404,1385.0,6146.5,1770.0,1566.0,1
3405,1330.0,5600.5,1246.0,1551.0,1
3406,1275.0,5196.5,746.5,1631.0,0
3407,1105.0,4670.0,341.0,1226.0,0
3408,945.0,4373.0,151.0,866.0,0
3409,865.0,4269.5,151.0,876.0,0
3410,780.0,4151.0,318.5,896.0,0
3411,725.0,4157.0,486.0,881.0,1
3412,685.0,4418.5,791.0,1066.0,1
3413,665.0,4932.5,1285.0,1351.0,0
3414,735.0,5491.0,1586.5,1546.0,0
3415,1180.0,6009.5,1757.0,1496.0,0
3416,1770.0,6326.0,1500.0,1441.0,0
3417,2185.0,6378.0,1753.0,1421.0,1
3418,2415.0,6349.5,1532.0,1401.0,0
3419,2490.0,6300.5,1242.5,1376.0,0
3420,2390.0,6101.0,1093.0,1371.0,0
3421,2090.0,5969.0,1098.0,1431.0,1
3422,1610.0,6034.0,1266.5,1551.0,1
3423,1210.0,6207.5,1600.0,1546.0,1
3424,1230.0,6742.0,1500.0,1521.0,1
3425,1350.0,7043.5,1500.0,1551.0,1
3426,1455.0,7025.5,1500.0,1566.0,1
3427,1540.0,6777.5,1500.0,1611.0,1
3428,1615.0,6216.5,1777.5,1606.0,1
3429,1645.0,5692.0,1196.0,1586.0,0
3430,1655.0,5278.5,689.0,1651.0,0
3431,1630.0,4784.0,341.0,1261.0,1
3432,1580.0,4551.5,151.0,896.0,1
3433,1575.0,4432.5,261.0,906.0,1
3434,1580.0,4354.0,488.5,931.0,0
3435,1590.0,4364.0,661.0,921.0,1
3436,1625.0,4614.5,956.0,1101.0,1
3437,1670.0,5135.0,1335.0,1396.0,0
3438,1785.0,5671.0,1634.0,1591.0,1
3439,2280.0,6168.0,1500.0,1511.0,0
3440,2910.0,6503.0,1769.5,1446.0,1
3441,3350.0,6565.0,1662.0,1436.0,0
3442,3620.0,6568.0,1471.0,1436.0,1
3443,3705.0,6544.0,1276.0,1426.0,0
3444,3620.0,6392.0,1198.0,1416.0,1
3445,3290.0,6216.5,1203.0,1481.0,1
3446,2715.0,6213.5,1319.0,1601.0,0
3447,2225.0,6271.0,1590.0,1606.0,1
3448,2185.0,6738.0,1500.0,1581.0,0
3449,2255.0,6990.5,1500.0,1626.0,0
3450,2320.0,6986.5,1500.0,1686.0,1
3451,2365.0,6758.0,1500.0,1751.0,1
3452,2400.0,6261.5,1650.0,1736.0,1
3453,2420.0,5733.0,1238.5,1711.0,1
3454,2425.0,5334.0,741.5,1736.0,0
3455,2465.0,4825.0,341.0,1366.0,0
3456,2470.0,4568.5,151.0,996.0,1
3457,2425.0,4479.5,201.0,996.0,0
3458,2365.0,4298.0,363.0,1026.0,0
3459,2305.0,4258.5,515.0,971.0,0
3460,2255.0,4332.5,825.0,1156.0,0
3461,2235.0,4552.0,1346.5,1486.0,0
3462,2270.0,4777.0,1593.0,1666.0,0
3463,2650.0,5134.0,1578.5,1596.0,0
3464,3185.0,5601.0,1561.0,1541.0,0
3465,3590.0,6033.0,1471.0,1501.0,1
3466,3835.0,6320.5,1335.0,1496.0,1
3467,3900.0,6296.5,1060.0,1456.0,1
3468,3750.0,5870.5,832.0,1461.0,1
3469,3330.0,5548.0,825.0,1491.0,1
3470,2675.0,5503.0,1014.0,1606.0,1
3471,2120.0,5547.5,1360.5,1621.0,0
3472,1955.0,6035.5,1625.5,1576.0,0
3473,1920.0,6379.0,1763.0,1631.0,0
3474,1870.0,6371.0,1733.5,1636.0,0
3475,1800.0,6234.0,1491.0,1651.0,0
3476,1740.0,5938.0,1303.0,1636.0,1
3477,1700.0,5604.0,1141.5,1666.0,1
3478,1655.0,5238.5,705.0,1676.0,1
3479,1610.0,4704.0,212.5,1286.0,1
3480,1525.0,4427.0,0.0,906.0,1
3481,1370.0,4348.5,50.0,906.0,0
3482,1230.0,4222.0,225.0,951.0,0
3483,1095.0,4213.0,390.0,901.0,0
3484,980.0,4492.5,655.5,1071.0,0
3485,915.0,4995.5,1143.0,1291.0,0
3486,930.0,5511.5,1400.0,1521.0,0
3487,1225.0,6007.0,1546.0,1506.0,0
3488,1600.0,6364.5,1704.0,1371.0,1
3489,1825.0,6463.5,1531.5,1331.0,1
3490,1885.0,6485.5,1261.0,1341.0,1
3491,1845.0,6506.5,930.0,1391.0,0
3492,1665.0,6377.0,735.5,1366.0,1
3493,1415.0,6288.0,811.0,1386.0,1
3494,1125.0,6317.5,1030.0,1471.0,1
3495,920.0,6412.5,1406.0,1496.0,0
3496,890.0,6821.5,1646.0,1451.0,0
3497,930.0,6999.0,1744.0,1486.0,0
3498,950.0,6973.5,1789.0,1526.0,0
3499,950.0,6730.5,1649.0,1566.0,1
3500,945.0,6208.0,1444.0,1566.0,1
3501,940.0,5714.0,1105.0,1651.0,0
3502,940.0,5305.5,565.5,1711.0,0
3503,905.0,4844.5,288.0,1296.0,0
3504,865.0,4576.5,276.0,906.0,1
3505,850.0,4462.5,276.0,911.0,0
3506,860.0,4300.0,416.0,946.0,1
3507,870.0,4275.0,606.0,916.0,0
3508,875.0,4382.5,771.0,1116.0,0
3509,880.0,4628.5,1081.5,1376.0,0
3510,910.0,4999.0,1439.5,1611.0,0
3511,1030.0,5527.0,1752.0,1566.0,0
3512,1205.0,6035.5,1500.0,1491.0,0
3513,1340.0,6412.5,1639.5,1476.0,1
3514,1410.0,6646.0,1351.0,1486.0,1
3515,1415.0,6715.0,1231.0,1496.0,0
3516,1365.0,6548.5,1178.0,1436.0,0
3517,1215.0,6373.5,1131.0,1471.0,1
3518,990.0,6398.0,1214.0,1551.0,1
3519,810.0,6444.0,1516.5,1541.0,1
3520,760.0,6814.0,1731.5,1501.0,1
3521,780.0,6953.5,1770.0,1471.0,0
3522,780.0,6881.5,1500.0,1526.0,1
3523,765.0,6630.5,1665.5,1566.0,1
3524,760.0,6143.5,1522.0,1526.0,1
3525,760.0,5662.0,1295.5,1661.0,1
3526,750.0,5247.5,673.0,1716.0,1
3527,665.0,4793.0,276.0,1296.0,1
3528,620.0,4568.0,276.0,896.0,0
3529,625.0,4474.0,276.0,901.0,1
3530,635.0,4316.5,406.0,941.0,1
3531,660.0,4279.5,586.0,896.0,1
3532,670.0,4324.5,751.0,1126.0,0
3533,670.0,4452.0,1071.5,1406.0,0
3534,720.0,4686.0,1392.0,1641.0,0
3535,880.0,5111.0,1657.0,1601.0,0
3536,1120.0,5635.0,1500.0,1521.0,0
3537,1305.0,6057.5,1639.5,1486.0,0
3538,1415.0,6302.5,1351.0,1496.0,0
3539,1430.0,6336.0,1231.0,1496.0,0
3540,1385.0,6089.0,1178.0,1486.0,0
3541,1225.0,5904.5,1131.0,1491.0,1
3542,945.0,5913.0,1214.0,1551.0,0
3543,690.0,5960.5,1516.5,1561.0,0
3544,625.0,6379.5,1779.0,1546.0,1
3545,655.0,6683.0,1500.0,1536.0,0
3546,690.0,6662.5,1500.0,1546.0,0
3547,735.0,6481.5,1665.5,1571.0,0
3548,790.0,6096.5,1522.0,1556.0,0
